924 915 900 911 948 930 974 991 1004 918 924 917 942 956 1004 969 802 795 900 916 924 905 1019 933 893 799 756 911 942 906 924 947 853 821 536 615 950 955 1020 947 922 1023 596 538 707 931 1000 933 854 1023 924 936 830 827 972 972 892 821 597 937 924 977 28 991 802 793 543 538 830 981 924 866 1004 795 754 623 708 827 28 871 924 
927 917 927 910 932 930 946 970 984 918 926 920 936 900 1004 986 810 778 912 912 920 908 1015 931 869 783 763 910 934 906 925 950 885 969 538 617 942 899 1009 944 922 1015 605 538 715 933 1007 932 886 1021 917 948 829 819 951 984 868 975 601 950 922 977 9 971 801 779 543 538 824 989 925 866 989 770 766 615 712 830 3 864 926 
924 915 924 927 916 930 950 1023 1004 918 924 913 934 900 1020 965 802 779 924 912 924 917 1011 929 861 819 780 927 934 918 924 947 885 969 520 615 918 899 1012 947 922 1015 604 570 707 931 1016 929 886 1015 924 948 822 827 948 960 860 969 605 949 924 1005 4 1023 802 821 527 570 822 1001 924 866 1004 779 778 623 708 827 4 871 924 
924
